Date,Open,High,Low,Close,Adj close,Volume,Sentiment_gpt,News_flag,Scaled_sentiment
2016-03-22 00:00:00+00:00,23.45327949523925,23.93387985229492,23.26103973388672,23.6695499420166,22.9438591003418,8258094,4.0,1.0,0.7500249999999999
2016-03-23 00:00:00+00:00,23.285070419311523,23.549400329589844,22.22775077819824,22.395959854125977,21.70932006835937,10581107,3.9512294245007142,0.0,0.7378323561251785
2016-03-24 00:00:00+00:00,22.059539794921875,23.092830657958984,21.723119735717773,22.9967098236084,22.29164695739746,8631377,3.9048374180359593,0.0,0.7262343545089898
2016-03-28 00:00:00+00:00,23.23700904846192,23.6455192565918,22.756410598754883,23.30909919738769,22.594457626342773,6867124,2.6666666666666665,1.0,0.4166916666666666
2016-03-29 00:00:00+00:00,22.948650360107425,23.42925071716309,22.51610946655273,23.357160568237305,22.641048431396484,10239950,2.6829235251664283,0.0,0.42075588129160707
2016-03-30 00:00:00+00:00,23.621490478515625,23.71760940551757,23.14089012145996,23.26103973388672,22.54787254333496,7683188,3.0,1.0,0.5000249999999999
2016-03-31 00:00:00+00:00,23.30909919738769,23.693580627441406,22.900590896606445,23.020740509033203,22.314939498901367,8305660,3.0,1.0,0.5000249999999999
2016-04-01 00:00:00+00:00,22.6843204498291,23.16492080688477,22.46805000305176,23.14089012145996,22.4314079284668,7312817,2.0,1.0,0.250025
2016-04-04 00:00:00+00:00,23.020740509033203,23.477310180664062,22.51610946655273,22.58819961547852,21.89566230773925,8300749,2.139292023574942,0.0,0.28484800589373555
2016-04-05 00:00:00+00:00,22.323869705200195,22.948650360107425,22.25177955627441,22.61223030090332,21.9189567565918,6118435,3.0,1.0,0.5000249999999999
2016-04-06 00:00:00+00:00,22.63625907897949,22.924619674682617,22.25177955627441,22.828500747680664,22.12859535217285,7000874,1.0,1.0,2.4999999999997247e-05
2016-04-07 00:00:00+00:00,22.660289764404297,23.549400329589844,22.660289764404297,22.78043937683105,22.082002639770508,12737287,4.0,1.0,0.7500249999999999
2016-04-08 00:00:00+00:00,23.30909919738769,23.38118934631348,22.46805000305176,22.51610946655273,21.825782775878903,14638285,3.2,1.0,0.550025
2016-04-11 00:00:00+00:00,22.900590896606445,23.6695499420166,22.660289764404297,23.40522003173828,22.687633514404297,19303329,2.75,1.0,0.437525
2016-04-12 00:00:00+00:00,22.44401931762696,22.828500747680664,22.0114803314209,22.78043937683105,22.082002639770508,27805701,2.090909090909091,1.0,0.2727522727272727
2016-04-13 00:00:00+00:00,23.04476928710937,24.19820976257324,22.87656021118164,23.52536964416504,22.804094314575195,20289263,2.6666666666666665,1.0,0.4166916666666666
2016-04-14 00:00:00+00:00,23.765670776367188,24.36642074584961,23.45327949523925,24.05402946472168,23.31654930114746,13070246,2.0,1.0,0.250025
2016-04-15 00:00:00+00:00,23.9819393157959,24.39044952392578,23.885820388793945,24.05402946472168,23.31654930114746,11212443,2.3333333333333335,1.0,0.33335833333333337
2016-04-18 00:00:00+00:00,23.573429107666016,24.342390060424805,23.501340866088867,24.24626922607422,23.502893447875977,8736663,3.0,1.0,0.5000249999999999
2016-04-19 00:00:00+00:00,24.46253967285156,25.303590774536133,24.414480209350582,25.303590774536133,24.527801513671875,10828464,3.0,1.0,0.5000249999999999
2016-04-20 00:00:00+00:00,25.23150062561035,25.80821990966797,24.678810119628903,25.447769165039062,24.667556762695312,12643571,3.0,1.0,0.5000249999999999
2016-04-21 00:00:00+00:00,25.664039611816406,25.736129760742188,24.871049880981445,25.03926086425781,24.27157211303711,9809988,3.0,1.0,0.5000249999999999
2016-04-22 00:00:00+00:00,25.11134910583496,25.567920684814453,24.798959732055664,24.991199493408203,24.224987030029297,8394382,3.0,0.0,0.5000249999999999
2016-04-25 00:00:00+00:00,24.77492904663086,24.871049880981445,24.270299911499023,24.414480209350582,23.66594696044922,8077611,3.0,1.0,0.5000249999999999
2016-04-26 00:00:00+00:00,24.70284080505371,25.640010833740234,24.46253967285156,25.61598014831543,24.830610275268555,11373200,3.0,1.0,0.5000249999999999
2016-04-27 00:00:00+00:00,25.61598014831543,27.298080444335938,25.61598014831543,27.17793083190918,26.344669342041016,19386642,1.0,1.0,2.4999999999997247e-05
2016-04-28 00:00:00+00:00,26.96166038513184,27.34613990783692,26.67329978942871,26.79344940185547,25.97197914123535,11177029,1.097541150998572,0.0,0.02441028774964299
2016-04-29 00:00:00+00:00,27.1058406829834,27.63450050354004,26.60120964050293,26.84151077270508,26.0185661315918,17319018,1.190325163928081,0.0,0.04760629098202024
2016-05-02 00:00:00+00:00,26.91360092163086,27.05777931213379,26.07254981994629,26.33687973022461,25.529407501220703,10785227,1.4423984338571902,0.0,0.11062460846429756
2016-05-03 00:00:00+00:00,25.664039611816406,25.784189224243164,24.6547794342041,24.871049880981445,24.108522415161133,12592135,1.6666666666666667,1.0,0.16669166666666668
2016-05-04 00:00:00+00:00,24.70284080505371,25.11134910583496,24.43851089477539,24.606719970703125,23.92163276672364,9415522,3.0,1.0,0.5000249999999999
2016-05-05 00:00:00+00:00,24.798959732055664,24.943140029907227,23.885820388793945,24.078060150146484,23.407695770263672,9225385,3.0,0.0,0.5000249999999999
2016-05-06 00:00:00+00:00,24.005970001220703,24.726869583129883,24.005970001220703,24.12611961364746,23.45441436767578,7668290,2.0,1.0,0.250025
2016-05-09 00:00:00+00:00,23.693580627441406,23.693580627441406,22.6843204498291,22.73237991333008,22.099475860595703,14081856,3.0,0.0,0.5000249999999999
2016-05-10 00:00:00+00:00,22.9726791381836,23.26103973388672,22.395959854125977,23.23700904846192,22.59006118774414,9266126,3.0,0.0,0.5000249999999999
2016-05-11 00:00:00+00:00,23.285070419311523,23.52536964416504,22.924619674682617,22.924619674682617,22.28636360168457,6661923,3.0,0.0,0.5000249999999999
2016-05-12 00:00:00+00:00,23.188949584960938,23.357160568237305,22.22775077819824,22.6843204498291,22.05275535583496,9591844,3.0,0.0,0.5000249999999999
2016-05-13 00:00:00+00:00,22.46805000305176,22.924619674682617,22.059539794921875,22.10759925842285,21.492094039916992,7563878,3.0,1.0,0.5000249999999999
2016-05-16 00:00:00+00:00,22.347900390625,22.756410598754883,22.20372009277344,22.299840927124023,21.67898178100586,8276196,3.0,1.0,0.5000249999999999
2016-05-17 00:00:00+00:00,22.27581024169922,22.70834922790528,21.93939018249512,22.347900390625,21.7257022857666,7978777,3.0,0.0,0.5000249999999999
2016-05-18 00:00:00+00:00,22.08357048034668,22.46805000305176,21.50684928894043,21.6750602722168,21.07159423828125,9671078,3.0,0.0,0.5000249999999999
2016-05-19 00:00:00+00:00,21.43475914001465,21.93939018249512,21.098339080810547,21.915359497070312,21.305206298828125,10212484,3.0,0.0,0.5000249999999999
2016-05-20 00:00:00+00:00,22.17968940734864,22.299840927124023,21.6750602722168,21.89133071899414,21.28184700012207,7857220,3.0,0.0,0.5000249999999999
2016-05-23 00:00:00+00:00,22.299840927124023,22.49208068847656,21.93939018249512,22.299840927124023,21.67898178100586,8475406,3.0,1.0,0.5000249999999999
2016-05-24 00:00:00+00:00,22.54014015197754,22.948650360107425,22.25177955627441,22.63625907897949,22.00603485107422,7693134,3.0,0.0,0.5000249999999999
2016-05-25 00:00:00+00:00,22.85252952575684,23.26103973388672,22.78043937683105,23.06879997253418,22.42653083801269,5824511,3.0,0.0,0.5000249999999999
2016-05-26 00:00:00+00:00,23.477310180664062,23.573429107666016,22.6843204498291,22.85252952575684,22.21628189086914,6500375,3.0,1.0,0.5000249999999999
2016-05-27 00:00:00+00:00,22.85252952575684,22.948650360107425,22.37192916870117,22.46805000305176,21.84250831604004,10010362,3.0,0.0,0.5000249999999999
2016-05-31 00:00:00+00:00,22.51610946655273,22.78043937683105,22.20372009277344,22.27581024169922,21.65562438964844,8778277,3.0,0.0,0.5000249999999999
2016-06-01 00:00:00+00:00,22.10759925842285,22.347900390625,21.867300033569336,22.347900390625,21.7257022857666,7075323,3.0,1.0,0.5000249999999999
2016-06-02 00:00:00+00:00,22.22775077819824,22.58819961547852,22.059539794921875,22.41999053955078,21.79578971862793,5728797,2.0,1.0,0.250025
2016-06-03 00:00:00+00:00,22.6843204498291,22.9967098236084,22.299840927124023,22.87656021118164,22.239643096923828,8629963,2.0487705754992858,0.0,0.26221764387482144
2016-06-06 00:00:00+00:00,23.14089012145996,23.693580627441406,23.14089012145996,23.6455192565918,22.987192153930664,6371952,2.0,1.0,0.250025
2016-06-07 00:00:00+00:00,23.52536964416504,23.6695499420166,23.40522003173828,23.52536964416504,22.870386123657227,4409571,2.0487705754992858,0.0,0.26221764387482144
2016-06-08 00:00:00+00:00,23.9819393157959,24.19820976257324,23.741640090942383,23.765670776367188,23.104001998901367,6679859,2.0,1.0,0.250025
2016-06-09 00:00:00+00:00,23.30909919738769,23.6695499420166,22.87656021118164,23.6455192565918,22.987192153930664,8194340,2.0,1.0,0.250025
2016-06-10 00:00:00+00:00,23.188949584960938,23.42925071716309,22.70834922790528,22.80447006225586,22.1695613861084,7852393,2.0487705754992858,0.0,0.26221764387482144
2016-06-13 00:00:00+00:00,22.756410598754883,23.092830657958984,22.395959854125977,22.395959854125977,21.77242851257324,5432293,3.0,1.0,0.5000249999999999
