Date,Open,High,Low,Close,Adj close,Volume
2024-02-02 00:00:00+00:00,179.86000061035156,187.3300018310547,179.25,185.8500061035156,185.8500061035156,102518000
2024-02-01 00:00:00+00:00,183.9900054931641,186.9499969482422,183.82000732421875,186.8600006103516,186.8600006103516,64885400
2024-01-31 00:00:00+00:00,187.0399932861328,187.1000061035156,184.3500061035156,184.3999938964844,184.3999938964844,55467800
2024-01-30 00:00:00+00:00,190.94000244140625,191.8000030517578,187.47000122070312,188.0399932861328,188.0399932861328,55859400
2024-01-29 00:00:00+00:00,192.00999450683597,192.1999969482422,189.5800018310547,191.72999572753903,191.72999572753903,47145600
2024-01-26 00:00:00+00:00,194.2700042724609,194.75999450683597,191.94000244140625,192.4199981689453,192.4199981689453,44594000
2024-01-25 00:00:00+00:00,195.22000122070312,196.2700042724609,193.1100006103516,194.1699981689453,194.1699981689453,54822100
2024-01-24 00:00:00+00:00,195.4199981689453,196.3800048828125,194.33999633789065,194.5,194.5,53631300
2024-01-23 00:00:00+00:00,195.0200042724609,195.75,193.8300018310547,195.17999267578125,195.17999267578125,42355600
2024-01-22 00:00:00+00:00,192.3000030517578,195.3300018310547,192.25999450683597,193.88999938964844,193.88999938964844,60133900
2024-01-19 00:00:00+00:00,189.3300018310547,191.9499969482422,188.82000732421875,191.55999755859372,191.55999755859372,68741000
2024-01-18 00:00:00+00:00,186.08999633789065,189.13999938964844,185.8300018310547,188.6300048828125,188.6300048828125,78005800
2024-01-17 00:00:00+00:00,181.2700042724609,182.92999267578125,180.3000030517578,182.67999267578125,182.67999267578125,47317400
2024-01-16 00:00:00+00:00,182.16000366210935,184.25999450683597,180.92999267578125,183.6300048828125,183.6300048828125,65603000
2024-01-12 00:00:00+00:00,186.05999755859372,186.7400054931641,185.19000244140625,185.9199981689453,185.9199981689453,40444700
2024-01-11 00:00:00+00:00,186.5399932861328,187.0500030517578,183.6199951171875,185.58999633789065,185.58999633789065,49128400
2024-01-10 00:00:00+00:00,184.3500061035156,186.3999938964844,183.9199981689453,186.19000244140625,186.19000244140625,46792900
2024-01-09 00:00:00+00:00,183.9199981689453,185.1499938964844,182.72999572753903,185.13999938964844,185.13999938964844,42841800
2024-01-08 00:00:00+00:00,182.08999633789065,185.6000061035156,181.5,185.55999755859372,185.55999755859372,59144500
2024-01-05 00:00:00+00:00,181.9900054931641,182.75999450683597,180.1699981689453,181.17999267578125,181.17999267578125,62303300
2024-01-04 00:00:00+00:00,182.1499938964844,183.08999633789065,180.8800048828125,181.91000366210935,181.91000366210935,71983600
